Instance,Terminal,Layer,X location,Y location,Voltage
PHY_EDGE_ROW_5_Left_19,VGND,li1,6.2100,27.2000,0.000000
PHY_EDGE_ROW_4_Left_18,VGND,li1,6.2100,21.7600,0.000000
PHY_EDGE_ROW_3_Left_17,VGND,li1,6.2100,21.7600,0.000000
PHY_EDGE_ROW_2_Left_16,VGND,li1,6.2100,16.3200,0.000004
PHY_EDGE_ROW_1_Left_15,VGND,li1,6.2100,16.3200,0.000004
PHY_EDGE_ROW_0_Left_14,VGND,li1,6.2100,10.8800,0.000000
PHY_EDGE_ROW_13_Right_13,VGND,li1,93.6100,48.9600,0.000035
PHY_EDGE_ROW_12_Right_12,VGND,li1,93.6100,43.5200,0.000097
PHY_EDGE_ROW_11_Right_11,VGND,li1,93.6100,43.5200,0.000097
PHY_EDGE_ROW_10_Right_10,VGND,li1,93.6100,38.0800,0.000007
PHY_EDGE_ROW_9_Right_9,VGND,li1,93.6100,38.0800,0.000007
PHY_EDGE_ROW_8_Right_8,VGND,li1,93.6100,32.6400,0.000000
PHY_EDGE_ROW_7_Right_7,VGND,li1,93.6100,32.6400,0.000000
PHY_EDGE_ROW_6_Right_6,VGND,li1,93.6100,27.2000,0.000000
PHY_EDGE_ROW_5_Right_5,VGND,li1,93.6100,27.2000,0.000000
PHY_EDGE_ROW_4_Right_4,VGND,li1,93.6100,21.7600,0.000000
PHY_EDGE_ROW_3_Right_3,VGND,li1,93.6100,21.7600,0.000000
PHY_EDGE_ROW_2_Right_2,VGND,li1,93.6100,16.3200,0.000031
PHY_EDGE_ROW_1_Right_1,VGND,li1,93.6100,16.3200,0.000031
PHY_EDGE_ROW_0_Right_0,VGND,li1,93.6100,10.8800,0.000000
_79_,VGND,li1,88.5500,43.5200,0.000096
_78_,VGND,li1,62.1000,43.5200,0.000080
_77_,VGND,li1,65.5500,43.5200,0.000083
_76_,VGND,li1,57.9600,38.0800,0.000007
_75_,VGND,li1,67.8500,43.5200,0.000085
_74_,VGND,li1,60.4900,38.0800,0.000007
_73_,VGND,li1,59.3400,43.5200,0.000077
_72_,VGND,li1,59.5700,43.5200,0.000077
_71_,VGND,li1,38.1800,48.9600,0.000019
_70_,VGND,li1,37.9500,43.5200,0.000044
_69_,VGND,li1,63.7100,43.5200,0.000080
_68_,VGND,li1,71.9900,43.5200,0.000088
_67_,VGND,li1,48.5300,43.5200,0.000062
_66_,VGND,li1,52.6700,43.5200,0.000068
_65_,VGND,li1,54.9700,43.5200,0.000071
_64_,VGND,li1,72.4500,43.5200,0.000088
_63_,VGND,li1,68.3100,43.5200,0.000085
_62_,VGND,li1,71.7600,48.9600,0.000033
_61_,VGND,li1,76.1300,43.5200,0.000090
_60_,VGND,li1,65.5500,43.5200,0.000083
_59_,VGND,li1,68.3100,48.9600,0.000031
_58_,VGND,li1,62.1000,48.9600,0.000030
_57_,VGND,li1,55.4300,43.5200,0.000071
_56_,VGND,li1,60.0300,48.9600,0.000029
_55_,VGND,li1,63.0200,43.5200,0.000080
_54_,VGND,li1,37.4900,43.5200,0.000041
